|          -2 |           -2 |           -2 |           -2 |           -1 |           -2 |           -3 |           -3 |           -2 |           -2 |           -4 |           -2 |           -1 |           -3 |           67 |           -2 |           -1 |           -3 |           -4 |           -2 |           -3 |           -1 |           -2 |           -3 |           -4 |           -3 |           -2 |           -1 |           -3 |           -2 | 
|          -4 |           -2 |           -3 |           -3 |           -3 |           -2 |           -2 |           -2 |           -2 |           -2 |           -2 |           -4 |           -2 |           -1 |           -2 |           67 |           -3 |           -2 |           -1 |           -4 |           -2 |           -1 |           -3 |           -2 |           -1 |           -1 |           -1 |           -4 |           -2 |           -4 | 
|          -2 |           -3 |           -3 |           -3 |           -3 |           -2 |           -2 |           -2 |           -3 |           -2 |           -2 |           -3 |           -2 |           -2 |           -1 |           -3 |           68 |           -2 |           -2 |           -4 |           -2 |           -2 |           -2 |           -1 |           -2 |           -2 |           -2 |           -4 |           -1 |           -4 | 
|          -2 |           -2 |           -2 |           -2 |           -2 |           -2 |           -3 |           -4 |           -2 |           -1 |           -1 |           -2 |           -3 |           -3 |           -3 |           -2 |           -2 |           67 |           -3 |           -2 |           -4 |           -2 |           -2 |           -3 |           -3 |           -2 |           -3 |           -2 |           -2 |           -1 | 
|          -2 |           -1 |           -1 |           -2 |           -1 |           -2 |           -4 |           -2 |           -2 |           -3 |           -4 |           -1 |           -3 |           -2 |           -4 |           -1 |           -2 |           -3 |           66 |           -1 |           -3 |           -2 |           -1 |           -3 |           -3 |           -3 |           -3 |           -1 |           -4 |           -2 | 
|          -4 |           -4 |           -3 |           -3 |           -2 |           -3 |           -1 |           -2 |           -3 |           -1 |           -2 |           -1 |           -2 |           -2 |           -2 |           -4 |           -4 |           -2 |           -1 |           68 |           -2 |           -3 |           -3 |           -2 |           -2 |           -1 |           -2 |           -3 |           -2 |           -2 | 
|          -2 |           -1 |           -2 |           -2 |           -2 |           -2 |           -4 |           -3 |           -1 |           -3 |           -2 |           -1 |           -3 |           -3 |           -3 |           -2 |           -2 |           -4 |           -3 |           -2 |           67 |           -2 |           -1 |           -3 |           -3 |           -3 |           -2 |           -1 |           -3 |           -2 | 
|          -4 |           -3 |           -3 |           -2 |           -2 |           -3 |           -2 |           -2 |           -1 |           -2 |           -2 |           -3 |           -2 |           -2 |           -1 |           -1 |           -2 |           -2 |           -2 |           -3 |           -2 |           66 |           -4 |           -2 |           -2 |           -2 |           -2 |           -2 |           -2 |           -4 | 
|          -3 |           -3 |           -4 |           -2 |           -3 |           -4 |           -2 |           -1 |           -4 |           -1 |           -2 |           -1 |           -2 |           -2 |           -2 |           -3 |           -2 |           -2 |           -1 |           -3 |           -1 |           -4 |           67 |           -2 |           -1 |           -2 |           -2 |           -3 |           -2 |           -3 | 
|          -1 |           -1 |           -2 |           -2 |           -2 |           -2 |           -3 |           -4 |           -2 |           -4 |           -2 |           -2 |           -3 |           -2 |           -3 |           -2 |           -1 |           -3 |           -3 |           -2 |           -3 |           -2 |           -2 |           67 |           -3 |           -2 |           -4 |           -2 |           -2 |           -1 | 
|          -2 |           -1 |           -2 |           -2 |           -2 |           -2 |           -1 |           -3 |           -2 |           -3 |           -4 |           -2 |           -3 |           -3 |           -4 |           -1 |           -2 |           -3 |           -3 |           -2 |           -3 |           -2 |           -1 |           -3 |           68 |           -2 |           -2 |           -2 |           -4 |           -2 | 
|          -2 |           -2 |           -2 |           -2 |           -1 |           -2 |           -3 |           -2 |           -1 |           -4 |           -3 |           -2 |           -4 |           -4 |           -3 |           -1 |           -2 |           -2 |           -3 |           -1 |           -3 |           -2 |           -2 |           -2 |           -2 |           66 |           -3 |           -2 |           -3 |           -1 | 
|          -2 |           -2 |           -2 |           -1 |           -2 |           -2 |           -3 |           -3 |           -2 |           -1 |           -4 |           -2 |           -3 |           -4 |           -2 |           -1 |           -2 |           -3 |           -3 |           -2 |           -2 |           -2 |           -2 |           -4 |           -2 |           -3 |           67 |           -1 |           -3 |           -2 | 
|          -2 |           -2 |           -3 |           -2 |           -4 |           -3 |           -2 |           -2 |           -3 |           -2 |           -1 |           -2 |           -2 |           -2 |           -1 |           -4 |           -4 |           -2 |           -1 |           -3 |           -1 |           -2 |           -3 |           -2 |           -2 |           -2 |           -1 |           66 |           -2 |           -4 | 
|          -2 |           -2 |           -2 |           -2 |           -1 |           -2 |           -2 |           -3 |           -2 |           -3 |           -3 |           -2 |           -2 |           -2 |           -3 |           -2 |           -1 |           -2 |           -4 |           -2 |           -3 |           -2 |           -2 |           -2 |           -4 |           -3 |           -3 |           -2 |           67 |           -2 | 
|           1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 |            1 | 
|         230 |          271 |         -419 |          145 |          -85 |          409 |          -21 |         -146 |           32 |          726 |          -34 |           96 |          243 |         -609 |          -96 |           77 |         -252 |         -278 |         -230 |         -152 |          462 |         -133 |         -708 |         -482 |           45 |         -172 |          829 |          302 |           56 |            0 | 
