|          69 |           -3 |           -3 |           -4 |           -3 |           -1 |           -2 |           -1 |           -2 |           -2 |           -1 |           -4 |           -2 |           -2 |           -2 |           -4 |           -2 |           -2 |           -2 |           -4 |           -2 |           -4 |           -3 |           -1 |           -2 |           -2 |           -2 |           -2 |           -2 |           -1 | 
|          -3 |           69 |           -4 |           -2 |           -3 |           -3 |           -2 |           -2 |           -4 |           -1 |           -2 |           -4 |           -1 |           -1 |           -2 |           -2 |           -3 |           -2 |           -1 |           -4 |           -1 |           -3 |           -3 |           -1 |           -1 |           -2 |           -2 |           -2 |           -2 |           -4 | 
|          -3 |           -4 |           69 |           -2 |           -2 |           -2 |           -2 |           -2 |           -3 |           -2 |           -2 |           -2 |           -2 |           -2 |           -2 |           -3 |           -3 |           -2 |           -1 |           -3 |           -2 |           -3 |           -4 |           -2 |           -2 |           -2 |           -2 |           -3 |           -2 |           -1 | 
|          -4 |           -2 |           -2 |           68 |           -4 |           -3 |           -2 |           -1 |           -2 |           -2 |           -2 |           -3 |           -2 |           -2 |           -2 |           -3 |           -3 |           -2 |           -2 |           -3 |           -2 |           -2 |           -2 |           -2 |           -2 |           -2 |           -1 |           -2 |           -2 |           -3 | 
|          -3 |           -3 |           -2 |           -4 |           67 |           -3 |           -2 |           -2 |           -3 |           -2 |           -1 |           -3 |           -2 |           -2 |           -1 |           -3 |           -3 |           -2 |           -1 |           -2 |           -2 |           -2 |           -3 |           -2 |           -2 |           -1 |           -2 |           -4 |           -1 |           -2 | 
|          -1 |           -3 |           -2 |           -3 |           -3 |           68 |           -1 |           -1 |           -3 |           -2 |           -1 |           -3 |           -2 |           -2 |           -2 |           -2 |           -2 |           -2 |           -2 |           -3 |           -2 |           -3 |           -4 |           -2 |           -2 |           -2 |           -2 |           -3 |           -2 |           -4 | 
|          -2 |           -2 |           -2 |           -2 |           -2 |           -1 |           69 |           -3 |           -1 |           -2 |           -3 |           -2 |           -3 |           -3 |           -3 |           -2 |           -2 |           -3 |           -4 |           -1 |           -4 |           -2 |           -2 |           -3 |           -1 |           -3 |           -3 |           -2 |           -2 |           -2 | 
|          -1 |           -2 |           -2 |           -1 |           -2 |           -1 |           -3 |           70 |           -2 |           -4 |           -3 |           -2 |           -2 |           -3 |           -3 |           -2 |           -2 |           -4 |           -2 |           -2 |           -3 |           -2 |           -1 |           -4 |           -3 |           -2 |           -3 |           -2 |           -3 |           -2 | 
|          -2 |           -4 |           -3 |           -2 |           -3 |           -3 |           -1 |           -2 |           69 |           -2 |           -2 |           -4 |           -2 |           -2 |           -2 |           -2 |           -3 |           -2 |           -2 |           -3 |           -1 |           -1 |           -4 |           -2 |           -2 |           -1 |           -2 |           -3 |           -2 |           -3 | 
|          -2 |           -1 |           -2 |           -2 |           -2 |           -2 |           -2 |           -4 |           -2 |           68 |           -3 |           -2 |           -3 |           -4 |           -2 |           -2 |           -2 |           -1 |           -3 |           -1 |           -3 |           -2 |           -1 |           -4 |           -3 |           -4 |           -1 |           -2 |           -3 |           -1 | 
|          -1 |           -2 |           -2 |           -2 |           -1 |           -1 |           -3 |           -3 |           -2 |           -3 |           69 |           -1 |           -3 |           -3 |           -4 |           -2 |           -2 |           -1 |           -4 |           -2 |           -2 |           -2 |           -2 |           -2 |           -4 |           -3 |           -4 |           -1 |           -3 |           -2 | 
|          -4 |           -4 |           -2 |           -3 |           -3 |           -3 |           -2 |           -2 |           -4 |           -2 |           -1 |           69 |           -2 |           -2 |           -2 |           -4 |           -3 |           -2 |           -1 |           -1 |           -1 |           -3 |           -1 |           -2 |           -2 |           -2 |           -2 |           -2 |           -2 |           -3 | 
|          -2 |           -1 |           -2 |           -2 |           -2 |           -2 |           -3 |           -2 |           -2 |           -3 |           -3 |           -2 |           68 |           -2 |           -1 |           -2 |           -2 |           -3 |           -3 |           -2 |           -3 |           -2 |           -2 |           -3 |           -3 |           -4 |           -3 |           -2 |           -2 |           -1 | 
|          -2 |           -1 |           -2 |           -2 |           -2 |           -2 |           -3 |           -3 |           -2 |           -4 |           -3 |           -2 |           -2 |           70 |           -3 |           -1 |           -2 |           -3 |           -2 |           -2 |           -3 |           -2 |           -2 |           -2 |           -3 |           -4 |           -4 |           -2 |           -2 |           -1 | 
|          -2 |           -2 |           -2 |           -2 |           -1 |           -2 |           -3 |           -3 |           -2 |           -2 |           -4 |           -2 |           -1 |           -3 |           69 |           -2 |           -1 |           -3 |           -4 |           -2 |           -3 |           -1 |           -2 |           -3 |           -4 |           -3 |           -2 |           -1 |           -3 |           -2 | 
|          -4 |           -2 |           -3 |           -3 |           -3 |           -2 |           -2 |           -2 |           -2 |           -2 |           -2 |           -4 |           -2 |           -1 |           -2 |           69 |           -3 |           -2 |           -1 |           -4 |           -2 |           -1 |           -3 |           -2 |           -1 |           -1 |           -1 |           -4 |           -2 |           -4 | 
|          -2 |           -3 |           -3 |           -3 |           -3 |           -2 |           -2 |           -2 |           -3 |           -2 |           -2 |           -3 |           -2 |           -2 |           -1 |           -3 |           70 |           -2 |           -2 |           -4 |           -2 |           -2 |           -2 |           -1 |           -2 |           -2 |           -2 |           -4 |           -1 |           -4 | 
|          -2 |           -2 |           -2 |           -2 |           -2 |           -2 |           -3 |           -4 |           -2 |           -1 |           -1 |           -2 |           -3 |           -3 |           -3 |           -2 |           -2 |           69 |           -3 |           -2 |           -4 |           -2 |           -2 |           -3 |           -3 |           -2 |           -3 |           -2 |           -2 |           -1 | 
|          -2 |           -1 |           -1 |           -2 |           -1 |           -2 |           -4 |           -2 |           -2 |           -3 |           -4 |           -1 |           -3 |           -2 |           -4 |           -1 |           -2 |           -3 |           68 |           -1 |           -3 |           -2 |           -1 |           -3 |           -3 |           -3 |           -3 |           -1 |           -4 |           -2 | 
|          -4 |           -4 |           -3 |           -3 |           -2 |           -3 |           -1 |           -2 |           -3 |           -1 |           -2 |           -1 |           -2 |           -2 |           -2 |           -4 |           -4 |           -2 |           -1 |           70 |           -2 |           -3 |           -3 |           -2 |           -2 |           -1 |           -2 |           -3 |           -2 |           -2 | 
|          -2 |           -1 |           -2 |           -2 |           -2 |           -2 |           -4 |           -3 |           -1 |           -3 |           -2 |           -1 |           -3 |           -3 |           -3 |           -2 |           -2 |           -4 |           -3 |           -2 |           69 |           -2 |           -1 |           -3 |           -3 |           -3 |           -2 |           -1 |           -3 |           -2 | 
|          -4 |           -3 |           -3 |           -2 |           -2 |           -3 |           -2 |           -2 |           -1 |           -2 |           -2 |           -3 |           -2 |           -2 |           -1 |           -1 |           -2 |           -2 |           -2 |           -3 |           -2 |           68 |           -4 |           -2 |           -2 |           -2 |           -2 |           -2 |           -2 |           -4 | 
|          -3 |           -3 |           -4 |           -2 |           -3 |           -4 |           -2 |           -1 |           -4 |           -1 |           -2 |           -1 |           -2 |           -2 |           -2 |           -3 |           -2 |           -2 |           -1 |           -3 |           -1 |           -4 |           69 |           -2 |           -1 |           -2 |           -2 |           -3 |           -2 |           -3 | 
